CMDID,PARENTID,CMDTYPE,CAPTION,CMDNAME,CMDVALUE,ICON,CMDLVL,ISVISIBLE,ISENABLE,ACTION,CMDIDX,STATUS,HKCMD,URI,UCTID
CRD_AIPV,CRD,T,CREDIT: Adjust interest provision,,"{""en"":""CREDIT: Adjust interest provision"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_APR,CRD,T,5550: Approve credit account,,"{""en"" : ""5550: Approve credit account"",""vi"" : """",""lo"" : ""5550: ??????? ????????????""}",,2,1,1,,0,N,,,
CRD_BLK,CRD,T,55840: Block credit account,,"{""en"" : ""55840: Block credit account"",""vi"" : """",""lo"" : ""55840: ????????? ????????????""}",,2,1,1,,0,N,,,
CRD_CAS,CRD,T,55841: Change account status,,"{""en"" : ""55841: Change account status"", ""vi"" : """",""lo"" : ""55841: ??????????????????""}",,2,1,1,,0,N,,,
CRD_CCS,CRD,T,Change classification status,,"{""en"":""Change classification status"",""vi"":""Change classification status""}",,2,0,1,,0,N,,,
CRD_CDR,CRD,T,5520: Cash disbursement,,"{""en"" : ""5520: Cash disbursement"",""vi"" : """",""lo"" : ""5520: ??????????? ???????""}",,2,1,1,,0,N,,,
CRD_CIC,CRD,T,5540: Interest collection by cash,,"{""en"":""5540: Interest collection by cash"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_CIF,DPT,T,5571: Collect auto fee of credit account by cash,,"{""en"":""5571: Collect auto fee of credit account by cash"",""vi"":""Thu phi tk credit bang tien mat""}",,2,0,0,,0,N,,,
CRD_CIPM,CRD,T,5512:Principal and interest collection by cash,,"{""en"" : ""5512:Principal and interest collection by cash"",""vi"" : ""Thu g?c b?ng ti?n m?t"",""lo"" : ""5512:??????? ??? ??????????????????""}",,2,1,1,,0,N,,,
CRD_CLA,CRD,T,5563: Credit limit adjustment,,"{""en"" : ""5563: Credit limit adjustment"",""vi"" : """",""lo"" : ""5563: ???????????????????""}",,2,1,1,,0,N,,,
017003,017,M,Report,,"{""en"":""Report"",""vi"":""B?o c?o""}",Child.png,2,0,1,,3,N,,,RPP_REPORT
CRD_CLS,CRD,T,5590: Close account,,"{""en"" : ""5590: Close account"",""vi"" : """", ""lo"" : ""5590: ????????""}",,2,1,1,,0,N,,,
CRD_CPM,CRD,T,5510: Principal collection by cash,,"{""en"":""5510: Principal collection by cash"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_EXT,CRD,T,5598: Extend credit account,,"{""en"" : ""5598: Extend credit account"",""vi"" : """",""lo"" : ""5598: ???????????????????""}",,2,1,1,,0,N,,,
FAC_CLS,FAC,T,Close fixedasset account,,"{
  ""en"" : ""7790 :Close fixedasset account"",
  ""vi"" : ""7790 :Close fixedasset account"",
  ""lo"" : ""????????????????????""
}",,2,1,1,,0,N,,,
PMT_TRV,PMT,T,6620: Travelling check ,,"{""en"":""6620: Travelling check "",""vi"":""""}",,2,0,0,,0,N,,,
017,0,M,Report portal,rpp,"{""en"":""Report portal"",""vi"":""C?ng th?ng tin b?o c?o""}",Report_portal.png,1,0,0,,17,N,,,
ACT_OGL,ACT,T,Export Oracle GL file,,"{""en"":""Export Oracle GL file"",""vi"":""""}",,2,0,1,,0,N,,,
ADM_DMS,ADM,T,Export DMS file,,"{""en"":""Export DMS file"",""vi"":""""}",,2,0,0,,0,N,,,
ADM_FXR,ADM,T,Export FX rate file,,"{""en"":""Export FX rate file"",""vi"":""""}",,2,0,0,,0,N,,,
PMT_KQTB,PMT,T,6625: Krungsri quick transfer by deposit  (HO->Lao Branchs),,"{""en"":""6625: Krungsri quick transfer by deposit  (HO->Lao Branchs)"",""vi"":""""}",,2,0,0,,0,N,,,
PMT_KQTH,PMT,T,6626: Krungsri quick transfer by deposit  (Lao Branchs->HO),,"{""en"":""6626: Krungsri quick transfer by deposit  (Lao Branchs->HO)"",""vi"":""""}",,2,0,0,,0,N,,,
ADM_CSHF,ADM,T,Export cash flow file,,"{""en"":""Export cash flow file"",""vi"":""""}",,2,0,0,,0,N,,,
005005,005,M,Clearing cheque,,"{""en"" : ""Clearing check"",""vi"" : ""Clearing cheque"",""lo"" : ""Clearing cheque""}",Child.png,2,1,1,,5,N,,,DPT_CLEARING_TRANSACTION
CRD_FCD,CRD,T,5572: Fee collection by deposit,,"{""en"" : ""5572: Fee collection by deposit"",""vi"" : """",""lo"" : """"5572: ?????????????????""""}",,2,1,1,,0,N,,,
CRD_FCG,CRD,T,5573: Miscellaneous fee collection,,"{""en"" : ""5573: Miscellaneous fee collection"",""vi"" : """",""lo"" : ""5573: ??????????????""}",,2,1,1,,0,N,,,
CRD_FOC,CRD,T,5571: Fee collection by cash,,"{""en"" : ""5571: Fee collection by cash"",""vi"" : """",""lo"" : ""5571: ????????????????????""}",,2,1,1,,0,N,,,
DPT_MDC,DPT,T,111x: Inward Cheque,,"{""en"":""111x: Inward Cheque"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_FRG,CRD,T,55731: Miscellaneous fee refund,,"{""en"" : ""55731: Miscellaneous fee refund"",""vi"" : """",""lo"" : """"55731: ?????????????????????????????""""}",,2,1,1,,0,N,,,
DPT_CRT,DPT,T,11833: Stock returned,,"{
  ""en"" : ""11833: Stock returned"",
  ""vi"" : """",
  ""lo"" : ""11833: ??????????""
}",,2,1,1,,0,N,,,
DPT_CSA,DPT,T,11836: Change status of cheque to cancel,,"{""en"":""11836: Change status of cheque to cancel"",""vi"":""""}",,2,1,1,,0,N,,,
DPT_RVS,DPT,T,Reverse deposit,,"{""en"":""Reverse deposit"",""vi"":""""}",,2,0,0,,0,N,,,
CTM_TCL,CTM,T,Convert single customer to customer linkage,,"{""en"":""Convert single customer to customer linkage"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_HIS,CRD,T,5560: History inquiry,,"{""en"" : ""5560: History inquiry"",""vi"" : """",""lo"" : ""5560: ?????????????????""}",,2,1,1,,0,N,,,
CRD_IAJ,CRD,T,5562: Accrual interest adjustment,,"{""en"" : ""5562: Accrual interest adjustment"",""vi"" : """",""lo"" : """"5562: ??????????????????""""}",,2,1,1,,0,N,,,
CRD_IFC,CRD,T,Adjust credit interest,,"{""en"" : ""Adjust credit interest"", ""vi"" : """", ""lo"" : ""?????????????????????????""}",,2,1,1,,0,N,,,
CRD_INQ,CRD,T,Transaction inquiry ,,"{""en"":""Transaction inquiry "",""vi"":""Tra c?u th?ng tin t?i kho?n""}",,2,0,1,,0,N,,,
CRD_IPCT,CRD,T,5513: Principal and interest collection by transfer,,"{""en"" : ""5513: Principal and interest collection by transfer"",""vi"" : """",""lo"" : ""5513: ??????? ??? ??????? ?????????""}",,2,1,1,,0,N,,,
CRD_MDR,CRD,T,5521: Miscellaneous disbursement,,"{""en"" : ""5521: Miscellaneous disbursement"",""vi"" : """",""lo"" : ""5521: ????????????????""}",,2,1,1,,0,N,,,
CRD_MIC,CRD,T,5530: Miscellaneous interest collection,,"{""en"":""5530: Miscellaneous interest collection"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_MIF,CRD,T,5573:Miscellaneous collect auto fee of credit account,,"{""en"" : ""5573:Miscellaneous collect auto fee of credit account"",""vi"" : ""Thu phi tk deposit bang GL"",""lo"" : ""5573:M??????????????????????????????????????????????""}",,2,0,0,,0,N,,,
CRD_MIPM,CRD,T,5511: Miscelaneous interest and principal collection,,"{""en"" : ""5511: Miscelaneous interest and principal collection"",""vi"" : """", ""lo"" : ""5511: ??????????????????? ??? ????????????""}",,2,1,1,,0,N,,,
CRD_MPM,CRD,T,5514: Miscellaneous principal collection,,"{""en"":""5514: Miscellaneous principal collection"",""vi"":""""}",,2,0,0,,0,N,,,
CTM_TCG,CTM,T,Convert single customer to customer group,,"{""en"":""Convert single customer to customer group"",""vi"":""""}",,2,0,0,,0,N,,,
DPT_COG,DPT,T,1196: Close OD Facility by GL,,"{""en"":""1196: Close OD Facility by GL"",""vi"":""""}",,2,0,0,,0,N,,,
ATM_INQ,ATM,T,ATM balance inquiry,,"{""en"":""ATM balance inquiry"",""vi"":""Thay d?i tr?ng thai tai kho?n""}",,2,0,0,,0,N,,,
ATM_RVS,ATM,T,ATM reversal,,"{""en"":""ATM reversal"",""vi"":""X??a giao d???ch ATM""}",,2,0,0,,0,N,,,
ADM_JOB,ADM,T,Execute predefined transaction,,"{""en"":""Execute predefined transaction"",""vi"":""""}",,2,0,0,,0,N,,,
ACT_EVAL,ACT,T,Income/Expense closing,,"{""en"" : ""Income/Expense closing"",""vi"" : ""Dieu chinh tai khoan income/expense"",""lo"" : ""?????????/???????""}",,2,1,1,,0,N,,,
ACT_CVS,ACT,T,Account conversion,,"{""en"" : ""Account conversion"",""vi"" : ""Account conversion"",""lo"" : ""???????????????""}",,2,1,1,,0,N,,,
FAC_DEP,FAC,T,Fixasset acumulate,,"{
  ""en"" : ""Fixasset acumulate"",
  ""vi"" : ""B¿n t¿i s?n c? d?nh b?ng ti?n m?t"",
  ""lo"" : """"??????""""
}",,2,1,1,,0,N,,,
ACT_FEE,ACT,T,1186: Fee collection by cash,,"{""en"" : ""1186: Fee collection by cash"", ""vi"" : ""1186: Fee collection by cash"",  ""lo"" : ""1186: ????????????????????""}",,2,1,1,,0,N,,,
DPT_FEE,DPT,T,1185: Fee collection by transfer,,"{
  ""en"" : ""1185: Fee collection by transfer"",
  ""vi"" : """",
  ""lo"" : ""1185: ???????????????????""
}",,2,1,1,,0,N,,,
DPT_FOC,DPT,T,1184: Fee collection by cash for DD,,"{
  ""en"" : ""1184: Fee collection by cash for DD"",
  ""vi"" : """",
  ""lo"" : ""1184: ??????????????????????????????????????""
}",,2,1,1,,0,N,,,
DPT_OCC,DPT,T,1152: Outward cheque cleared,,"{
  ""en"" : ""1152: Outward cheque cleared"",
  ""vi"" : """",
  ""lo"" : ""1152: ??????????????????????????????""
}",,2,1,1,,0,N,,,
ACT_ACT,ACT,T,FX Accounting - Accounting,,"{""en"":""FX Accounting - Accounting"", ""vi"" : ""FX Accounting - Accounting"",""lo"" : ""????? ??????????????????????????? - ?????""}",,2,1,0,,0,N,,,
ACT_CSH,ACT,T,FX accounting - cash,,"{""en"" : ""FX accounting - cash"",""vi"" : ""FX accounting - cash"",""lo"" : ""????? ??????????????????????????? - ???????}",,2,1,0,,0,N,,,
CRD_NPL,CRD,T,NPL processing,,"{""en"" : ""NPL processing"",""vi"" : """",""lo"" : ""??????????? NPL""}",,2,1,1,,0,N,,,
CRD_NPLB,CRD,T,NPL batch processing,,"{""en"" : ""NPL batch processing"",""vi"" : """",""lo"" : ""??????????????? NPL""}",,2,0,1,,0,N,,,
MTG,0,T,Mortgage,,"{
  ""en"" : ""Mortgage"",
  ""vi"" : """",
  ""lo"" : ""??????""
}",,1,1,1,,0,N,,,
MTG_APR,MTG,T,4450: Approve mortgage account,,"{
  ""en"" : ""4450: Approve mortgage account"",
  ""vi"" : """",
  ""lo"" : ""4450: ????????????????????????????""
}",,2,1,1,,0,N,,,
MTG_BLK,MTG,T,4484: Block account,,"{
  ""en"" : ""4484: Block account"",
  ""vi"" : """""""",
  ""lo"" : ""4484: Block ?????""
}",,2,1,1,,0,N,,,
MTG_BRL,MTG,T,4481: Release block account,,"{
  ""en"" : ""4481: Release block account"",
  ""vi"" : """",
  ""lo"" : ""4481: ????????????????????""
}",,2,1,1,,0,N,,,
MTG_CLS,MTG,T,4490: Close account,,"{
  ""en"" : ""4490: Close account"",
  ""vi"" : """",
  ""lo"" : ""4490: ????????""
}",,2,1,1,,0,N,,,
MTG_DCR,MTG,T,4452: Decreasing asset value,,"{
  ""en"" : ""4452: Decreasing asset value"",
  ""vi"" : """",
  ""lo"" : ""4452: ???????????????????""
}",,2,1,1,,0,N,,,
MTG_HDT,MTG,T,4460: History inquiry detail,,"{
  ""en"" : ""4460: History inquiry detail"",
  ""vi"" : """",
  ""lo"" : ""4460: ??????????????""
}",,2,1,1,,0,N,,,
MTG_HIS,MTG,T,4461: History inquiry,,"{""en"":""4461: History inquiry"",""vi"":""""}",,2,0,1,,0,N,,,
MTG_INQ,MTG,T,Balance inquiry,,"{
  ""en"" : ""Balance inquiry"",
  ""vi"" : ""Tra c?u s? du"",
  ""lo"" : ""?????????????""
}",,2,0,1,,0,N,,,
MTG_INR,MTG,T,4451: Increasing asset value,,"{
  ""en"" : ""4451: Increasing asset value"",
  ""vi"" : """",
  ""lo"" : ""4451: ?????????????????????""
}",,2,1,1,,0,N,,,
MTG_KPT,MTG,T,4430: Transfer mortgage asset to keeping,,"{""en"":""4430: Transfer mortgage asset to keeping"",""vi"":""""}",,2,1,1,,0,N,,,
MTG_KRL,MTG,T,4432: Keeping asset return to customer,,"{""en"":""4432: Keeping asset return to customer"",""vi"":""""}",,2,1,1,,0,N,,,
MTG_REA,MTG,T,4491: Re-active mortgage account,,"{
  ""en"" : ""4491: Re-active mortgage account"",
  ""vi"" : """",
  ""lo"" : ""4491: ???????????????????????????""
}",,2,1,1,,0,N,,,
0070100010,007010,C,Clear,,,,3,0,1,,10,N,,,
0070100015,007010,C,Refresh,,,,3,0,1,,15,N,,,
0070100029,007010,C,SelectAll,,,,3,0,1,,29,N,,,
0070100030,007010,C,DeselectAll,,,,3,0,1,,30,N,,,
0070100031,007010,C,ImportExcel,,,,3,0,1,,31,N,,,
0070100032,007010,C,ExportExcel,,,,3,0,1,,32,N,,,
0070100033,007010,C,Check,,,,3,0,1,,33,N,,,
0070100000,007010,C,Search,,,,3,0,1,,0,N,,,
0070100001,007010,C,Add,,,,3,0,1,,1,N,,,
0070100003,007010,C,Modify,,,,3,0,1,,3,N,,,
0070100005,007010,C,Save,,,,3,0,1,,5,N,,,
0070030002,007003,C,View,,,,3,0,1,,2,N,,,
0070030010,007003,C,Clear,,,,3,0,1,,10,N,,,
0070030000,007003,C,Search,,,,3,0,1,,0,N,,,
0070030001,007003,C,Add,,,,3,0,1,,1,N,,,
0070030003,007003,C,Modify,,,,3,0,1,,3,N,,,
0070030005,007003,C,Save,,,,3,0,1,,5,N,,,
0070030004,007003,C,Delete,,,,3,0,1,,4,N,,,
0070020002,007002,C,View,,,,3,0,1,,2,N,,,
0070020010,007002,C,Clear,,,,3,0,1,,10,N,,,
0070020000,007002,C,Search,,,,3,0,1,,0,N,,,
0070020001,007002,C,Add,,,,3,0,1,,1,N,,,
0070020003,007002,C,Modify,,,,3,0,1,,3,N,,,
0070020005,007002,C,Save,,,,3,0,1,,5,N,,,
0070020004,007002,C,Delete,,,,3,0,1,,4,N,,,
MTG_TRL,MTG,T,Release asset from trade account,,"{""en"":""Release asset from trade account"",""vi"":""Gi?i ch?p t?i s?n th? ch?p cho t?i tr? thuong m?i""}",,2,0,0,,0,N,,,
017003099001,017003099,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
015001005,015001,M,Import data files,,"{""en"":""Import data files"",""vi"":""Th?m d? li?u t? t?p tin"",""lo"":""?????????????????""}",Child.png,3,1,1,,5,N,,,ADM_SYSTEM_IMPORT_DATA_FILES
DPTDDCH,DPT,T,1131: Debit DD cheque - Credit DD,,"{""en"":""1131: Debit DD cheque - Credit DD"",""vi"":""""}",,2,1,1,,0,N,,,
DPTDDGL,DPT,T,1132: Debit DD - Credit GL,,"{""en"":""1132: Debit DD - Credit GL"",""vi"":""""}",,2,1,1,,0,N,,,
DPTGLDD,DPT,T,1134: Debit GL - Credit DD,,"{""en"":""1134: Debit GL - Credit DD"",""vi"":""""}",,2,1,1,,0,N,,,
DPTDGCH,DPT,T,1133: Debit DD cheque - Credit GL,,"{""en"":""1133: Debit DD cheque - Credit GL"",""vi"":""""}",,2,1,1,,0,N,,,
007010,007,M,Multi transaction,,"{""en"":""Multi transaction"",""vi"":""Giao d?ch t?ng h?p""}",Child.png,2,0,1,,10,N,,,PMT_MULTI_TRANSACTION
0170030100,017003,R,CRP0100,,"{""en"":""CRP0100"",""vi"":""CRP0100""}",Child.png,3,0,1,,1,N,"{""en"":"""",""vi"":""""}",,
017003001001,017003001,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030101,017003,R,CRP0101,,"{""en"":""CRP0101"",""vi"":""CRP0101""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003002001,017003002,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030102,017003,R,CRP0102,,"{""en"":""CRP0102"",""vi"":""CRP0102""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003003001,017003003,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030103,017003,R,CRP0103,,"{""en"":""CRP0103"",""vi"":""CRP0103""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003004001,017003004,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030104,017003,R,CRP0104,,"{""en"":""CRP0104"",""vi"":""CRP0104""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003005001,017003005,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030105,017003,R,CRP0105,,"{""en"":""CRP0105"",""vi"":""CRP0105""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003006001,017003006,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030106,017003,R,CRP0106,,"{""en"":""CRP0106"",""vi"":""CRP0106""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003007001,017003007,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030107,017003,R,CRP0107,,"{""en"":""CRP0107"",""vi"":""CRP0107""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003008001,017003008,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030108,017003,R,CRP0108,,"{""en"":""CRP0108"",""vi"":""CRP0108""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003009001,017003009,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030109,017003,R,CRP0109,,"{""en"":""CRP0109"",""vi"":""CRP0109""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003010001,017003010,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030110,017003,R,CRP0110,,"{""en"":""CRP0110"",""vi"":""CRP0110""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003011001,017003011,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030111,017003,R,CRP0111,,"{""en"":""CRP0111"",""vi"":""CRP0111""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003012001,017003012,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030112,017003,R,CRP0112,,"{""en"":""CRP0112"",""vi"":""CRP0112""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003013001,017003013,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030113,017003,R,CRP0113,,"{""en"":""CRP0113"",""vi"":""CRP0113""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003014001,017003014,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030114,017003,R,CRP0114,,"{""en"":""CRP0114"",""vi"":""CRP0114""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003015001,017003015,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030115,017003,R,CRP0115,,"{""en"":""CRP0115"",""vi"":""CRP0115""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003016001,017003016,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030116,017003,R,CRP0116,,"{""en"":""CRP0116"",""vi"":""CRP0116""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003017001,017003017,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030117,017003,R,CRP0117,,"{""en"":""CRP0117"",""vi"":""CRP0117""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003018001,017003018,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030118,017003,R,CRP0118,,"{""en"":""CRP0118"",""vi"":""CRP0118""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003019001,017003019,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030119,017003,R,CRP0119,,"{""en"":""CRP0119"",""vi"":""CRP0119""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003020001,017003020,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030120,017003,R,CRP0120,,"{""en"":""CRP0120"",""vi"":""CRP0120""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003021001,017003021,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030121,017003,R,CRP0121,,"{""en"":""CRP0121"",""vi"":""CRP0121""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003022001,017003022,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030122,017003,R,CRP0122,,"{""en"":""CRP0122"",""vi"":""CRP0122""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003023001,017003023,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030123,017003,R,CRP0123,,"{""en"":""CRP0123"",""vi"":""CRP0123""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003024001,017003024,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030124,017003,R,CRP0124,,"{""en"":""CRP0124"",""vi"":""CRP0124""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003034001,017003034,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030134,017003,R,CRP0134,,"{""en"":""CRP0134"",""vi"":""CRP0134""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030135,017003,R,CRP0135,,"{""en"":""CRP0135"",""vi"":""CRP0135""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030136,017003,R,CRP0136,,"{""en"":""CRP0136"",""vi"":""CRP0136""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003037001,017003037,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030137,017003,R,CRP0137,,"{""en"":""CRP0137"",""vi"":""CRP0137""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030138,017003,R,CRP0138,,"{""en"":""CRP0138"",""vi"":""CRP0138""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003040001,017003040,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030139,017003,R,CRP0139,,"{""en"":""CRP0139"",""vi"":""CRP0139""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030140,017003,R,CRP0140,,"{""en"":""CRP0140"",""vi"":""CRP0140""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030141,017003,R,CRP0141,,"{""en"":""CRP0141"",""vi"":""CRP0141""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030142,017003,R,CRP0142,,"{""en"":""CRP0142"",""vi"":""CRP0142""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003043001,017003043,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030143,017003,R,CRP0143,,"{""en"":""CRP0143"",""vi"":""CRP0143""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030144,017003,R,CRP0144,,"{""en"":""CRP0144"",""vi"":""CRP0144""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030145,017003,R,CRP0145,,"{""en"":""CRP0145"",""vi"":""CRP0145""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030146,017003,R,CRP0146,,"{""en"":""CRP0146"",""vi"":""CRP0146""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003047001,017003047,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030147,017003,R,CRP0147,,"{""en"":""CRP0147"",""vi"":""CRP0147""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030148,017003,R,CRP0148,,"{""en"":""CRP0148"",""vi"":""CRP0148""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003049001,017003049,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030149,017003,R,CRP0149,,"{""en"":""CRP0149"",""vi"":""CRP0149""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003050001,017003050,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030150,017003,R,CRP0150,,"{""en"":""CRP0150"",""vi"":""CRP0150""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003051001,017003051,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030151,017003,R,CRP0151,,"{""en"":""CRP0151"",""vi"":""CRP0151""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003052001,017003052,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030152,017003,R,CRP0152,,"{""en"":""CRP0152"",""vi"":""CRP0152""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003053001,017003053,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030153,017003,R,CRP0153,,"{""en"":""CRP0153"",""vi"":""CRP0153""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003054001,017003054,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030154,017003,R,CRP0154,,"{""en"":""CRP0154"",""vi"":""CRP0154""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003055001,017003055,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030155,017003,R,CRP0155,,"{""en"":""CRP0155"",""vi"":""CRP0155""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003056001,017003056,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030156,017003,R,CRP0156,,"{""en"":""CRP0156"",""vi"":""CRP0156""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003057001,017003057,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003058001,017003058,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030158,017003,R,CRP0158,,"{""en"":""CRP0158"",""vi"":""CRP0158""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003059001,017003059,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030159,017003,R,CRP0159,,"{""en"":""CRP0159"",""vi"":""CRP0159""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003060001,017003060,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
0170030160,017003,R,CRP0160,,"{""en"":""CRP0160"",""vi"":""CRP0160""}",Child.png,3,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
